BillNum,ShortTitle,HouseSponsor,HouseAddSponsor,HouseCoSponsor,SenateSponsor,SenateAddSponsor,Textbox16
SB22-186,Create Colorado Rare Disease Advisory Council,"Mullica, McKean",,"Bird, Caraveo, Duran, Esgar, Hooton, Kipp, Lindsay, Titone, Young","Ginal, Simpson",,"Buckner, Cooke, Coram, Fields, Hansen, Jaquez Lewis, Kolker, Lee, Scott, Zenzinger"
SB22-187,Supporting Recovery Programs Persons Who Wander,"Cutter, Lindsay",,"Bernett, Bird, Boesenecker, Duran, Froelich, Hooton, Jodeh, Kipp, Lontine, McCormick, Michaelson Jenet, Roberts, Sullivan, Titone, Valdez D., Woodrow, Young",Danielson,,"Buckner, Donovan, Fields, Ginal, Gonzales, Hinrichsen, Jaquez Lewis, Kolker, Lee, Pettersen, Story, Winter, Zenzinger"
SB22-188,Behavioral Health Support For Crim Jus Advocates,"Roberts, Titone",,"Bernett, Bird, Boesenecker, Cutter, Daugherty, Exum, Froelich, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Lindsay, Lontine, McLachlan, Michaelson Jenet, Mullica, Sirota, Valdez A., Weissman, Young","Fields, Coram",,"Buckner, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Sonnenberg, Story, Winter, Zenzinger, Fenberg"
SB22-189,CO Geriatric Provider Pipeline Program,"Duran, Titone",,,"Danielson, Pettersen",,
SB22-190,United States Space Force Special License Plate,Ortiz,,"Bird, Exum, Jodeh, Lindsay, Ricks, Sandridge, Snyder, Sullivan, Valdez A., Valdez D., Weissman, Woodrow","Danielson, Coram",,"Bridges, Fields, Gardner, Jaquez Lewis"
SB22-191,Procurement Of Information Technology Resources,"Titone, Bernett",,"Boesenecker, Hooton, Jodeh, Lontine, Michaelson Jenet, Ortiz, Valdez D.","Bridges, Priola",,"Kolker, Rankin, Winter, Woodward"
SB22-192,Opportunities For Credential Attainment,"Esgar, Catlin",,"Bernett, Bird, Boesenecker, Caraveo, Duran, Exum, Froelich, Herod, Hooton, Kipp, Lindsay, Lontine, McLachlan, Michaelson Jenet, Mullica, Titone, Valdez D., Young","Zenzinger, Simpson",,"Bridges, Buckner, Fields, Ginal, Gonzales, Hinrichsen, Jaquez Lewis, Lee, Moreno, Pettersen, Rankin, Rodriguez, Winter, Fenberg"
SB22-193,Air Quality Improvement Investments,"Valdez A., Froelich",,"Amabile, Bernett, Bird, Boesenecker, Cutter, Duran, Exum, Herod, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCluskie, Ricks, Sirota, Sullivan, Titone, Woodrow","Fenberg, Gonzales",,"Buckner, Danielson, Donovan, Fields, Ginal, Hansen, Jaquez Lewis, Kolker, Lee, Pettersen, Story, Winter, Zenzinger"
SB22-194,Money In Creative Industries Cash Fund,"Valdez D., Hooton",Rich,"Bernett, Boesenecker, Cutter, Exum, Froelich, Herod, Jodeh, Lontine, McCluskie, Michaelson Jenet, Titone, Valdez A., Young, Lindsay","Story, Fields",Sonnenberg,"Bridges, Buckner, Donovan, Ginal, Gonzales, Hansen, Jaquez Lewis, Lee, Pettersen, Winter"
SB22-195,Modifications To Conservation District Grant Fund,"Catlin, Valdez D.",,"Bernett, Carver, Exum, Holtorf, McCluskie, Pelton, Pico, Ricks, Titone","Donovan, Sonnenberg",,"Coram, Simpson, Winter"
SB22-196,Health Needs Of Persons In Criminal Justice Sys,"Bacon, Benavidez",,"Amabile, Bernett, Boesenecker, Cutter, Esgar, Exum, Froelich, Gonzales-Gutierrez, Hooton, Jodeh, Lindsay, Lontine, McCormick, Michaelson Jenet, Sirota, Titone, Weissman, Woodrow, Herod, Ricks","Gonzales, Lee",,"Buckner, Donovan, Kolker, Moreno, Pettersen, Simpson, Story, Winter"
SB22-197,Innovation Sch Zones With Alternative Governance,Bacon,,Garnett,"Coleman, Hansen",,"Bridges, Cooke, Gardner, Hisey, Holbert, Kirkmeyer, Liston, Lundeen, Priola, Rankin, Smallwood, Sonnenberg, Woodward"
SB22-198,Orphaned Oil & Gas Wells Enterprise,"Weissman, Will",,"Amabile, Bernett, Bird, Boesenecker, Froelich, Gonzales-Gutierrez, Hooton, Jodeh, Kipp, Lindsay, McCormick, McLachlan, Ricks, Titone","Fenberg, Scott",,"Bridges, Buckner, Ginal, Hansen, Jaquez Lewis, Lee, Pettersen, Priola, Story, Winter, Zenzinger"
SB22-199,Native Pollinating Insects Protection Study,"Kipp, Froelich",,"Amabile, Bacon, Bernett, Bird, Boesenecker, Caraveo, Cutter, Esgar, Hooton, Jodeh, Lontine, McCormick, Michaelson Jenet, Ortiz, Sirota, Sullivan, Titone, Valdez A., Woodrow","Jaquez Lewis, Priola",,"Bridges, Buckner, Ginal, Hansen, Lee, Story, Winter, Fenberg"
SB22-200,Rural Provider Stimulus Grant Program,"Soper, McCluskie",,"Amabile, Bacon, Bernett, Bird, Bockenfeld, Caraveo, Cutter, Duran, Esgar, Exum, Gonzales-Gutierrez, Holtorf, Jodeh, Kipp, Lindsay, Lontine, McCormick, McLachlan, Michaelson Jenet, Mullica, Pelton, Ricks, Roberts, Snyder, Sullivan, Titone, Valdez D., Will, Young","Ginal, Rankin",,"Bridges, Buckner, Coram, Danielson, Fields, Gonzales, Hinrichsen, Hisey, Jaquez Lewis, Kolker, Moreno, Pettersen, Priola, Rodriguez, Simpson, Smallwood, Sonnenberg, Story, Winter, Fenberg"
SB22-201,Commission On Judicial Discipline,"Weissman, Carver",,"Bernett, Bird, Boesenecker, Duran, Froelich, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCluskie, Ricks, Snyder, Titone, Woodrow, Garnett","Lee, Gardner",,"Bridges, Buckner, Cooke, Coram, Danielson, Donovan, Fields, Ginal, Hansen, Holbert, Jaquez Lewis, Kirkmeyer, Kolker, Liston, Lundeen, Moreno, Priola, Rankin, Rodriguez, Scott, Simpson, Winter, Woodward, Zenzinger, Fenberg"
SB22-202,State Match For Mill Levy Override Revenue,McCluskie,,"Bernett, Bird, Boesenecker, Esgar, Hooton, Kipp, Lindsay, Valdez A.","Zenzinger, Rankin",,"Bridges, Buckner, Ginal, Hansen, Moreno, Pettersen, Priola, Simpson"
SB22-203,Program Of All-inclusive Care For The Elderly,"Lontine, Soper",,"Amabile, Bacon, Benavidez, Bernett, Bird, Boesenecker, Cutter, Exum, Froelich, Herod, Hooton, Jodeh, Lindsay, McCormick, Michaelson Jenet, Ricks, Sullivan, Titone, Valdez A., Young","Fields, Smallwood",,"Buckner, Ginal, Hansen, Jaquez Lewis, Kirkmeyer, Kolker, Lee, Moreno, Rankin, Simpson, Story, Winter, Fenberg"
SB22-204,Repeal Fed Gov Confirm Status For ID Documents,"Lindsay, Gonzales-Gutierrez",,"Amabile, Bacon, Benavidez, Bernett, Boesenecker, Duran, Esgar, Exum, Hooton, Jodeh, Kipp, Lontine, Ricks, Sirota, Titone, Weissman, Woodrow",Gonzales,,"Buckner, Fields, Jaquez Lewis, Lee, Moreno, Rodriguez, Story"
SB22-205,Intoxicating Hemp & Tetrahydrocannabinol Products,"Valdez A., Van Winkle",,"Bernett, Ricks, Snyder","Fenberg, Holbert",,"Fields, Jaquez Lewis, Moreno, Scott"
SB22-206,Disaster Preparedness & Recovery Resources,Amabile,,"Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Daugherty, Exum, Froelich, Gonzales-Gutierrez, Gray, Herod, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Ortiz, Ricks, Roberts, Sirota, Snyder, Titone, Valdez A., Valdez D.",Fenberg,,"Bridges, Buckner, Danielson, Donovan, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Story, Winter, Zenzinger"
SB22-207,Prevention Of Title IX Misconduct In Public Schs,Bacon,,"Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Esgar, Exum, Froelich, Gonzales-Gutierrez, Gray, Herod, Hooton, Kipp, Lindsay, Lontine, Michaelson Jenet, Sirota, Titone, Weissman, Woodrow",Winter,,"Bridges, Buckner, Danielson, Donovan, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Kolker, Lee, Pettersen, Story, Zenzinger, Fenberg"
SB22-208,Condemned Conservation Easement Prop Compensation,"Lynch, Roberts",,"Amabile, Bernett, Bird, Esgar, Hooton, Lindsay, McCluskie, McKean, McLachlan, Michaelson Jenet, Mullica, Pelton, Pico, Ricks, Snyder, Soper, Titone, Valdez D., Weissman, Young","Winter, Simpson",,"Donovan, Jaquez Lewis, Woodward"
SB22-209,Meat Processing Grant & Loan Assistance,"Roberts, Pelton",,"Bockenfeld, Duran, Esgar, Jodeh, Lindsay, McCluskie, McCormick, Valdez D., Young","Donovan, Sonnenberg",,"Bridges, Buckner, Coram, Fields, Gardner, Hinrichsen, Holbert, Jaquez Lewis, Kolker, Lee, Rankin, Simpson, Story"
SB22-210,License Supplemental Health-care Staffing Agencies,"Lontine, Soper",,"Esgar, Lindsay","Zenzinger, Cooke",,"Ginal, Pettersen, Smallwood"
SB22-211,Repurpose The Ridge View Campus,Valdez A.,,"Amabile, Benavidez, Bernett, Duran, Exum, Herod, Hooton, Jodeh, Kipp, Lindsay, McCormick, Sullivan, Woodrow","Fields, Hinrichsen",,"Buckner, Moreno, Pettersen, Priola"
SB22-212,Revisors Bill,"Herod, Soper","Bacon, Snyder, Weissman","Jodeh, Lindsay, Neville, Ricks, Valdez A.","Lee, Cooke","Buckner, Gardner, Rodriguez",
SB22-213,Child Care Support Programs,"Valdez A., Tipper",,"Amabile, Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Duran, Esgar, Exum, Herod, Jodeh, Kipp, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Mullica, Ortiz, Roberts, Sirota, Snyder, Titone, Valdez D., Woodrow, Young, Garnett","Fields, Sonnenberg",,"Bridges, Buckner, Coleman, Coram, Danielson, Donovan, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Priola, Smallwood, Story, Winter, Fenberg"
SB22-214,General Fund Transfer To PERA Payment Cash Fund,McCluskie,"Herod, Ransom","Bacon, Bernett, Bird, Boesenecker, Caraveo, Cutter, Esgar, Exum, Gonzales-Gutierrez, Hooton, Jodeh, Kennedy, Kipp, Lindsay, McCormick, McLachlan, Mullica, Ricks, Sirota, Tipper, Titone, Weissman, Will, Young","Hansen, Rankin",Zenzinger,"Buckner, Ginal, Gonzales, Hinrichsen, Jaquez Lewis, Kolker, Lee, Pettersen, Priola, Rodriguez, Story, Winter, Fenberg"
SB22-215,Infrastructure Investment & Jobs Act Cash Fund,"Herod, McCluskie",,"Amabile, Bacon, Benavidez, Bernett, Bird, Boesenecker, Cutter, Daugherty, Esgar, Exum, Froelich, Hooton, Jodeh, Lindsay, Lontine, McCormick, Michaelson Jenet, Ricks, Snyder, Titone, Valdez A., Valdez D., Woodrow, Young","Hansen, Zenzinger",Rankin,"Buckner, Donovan, Gonzales, Hinrichsen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Rodriguez, Story, Winter, Fenberg"
SB22-216,Reallocation Of Limited Gaming Revenues,"Herod, McCluskie",,"Lindsay, Sullivan","Hansen, Zenzinger",Rankin,
SB22-217,Programs That Benefit Persons With Disabilities,"Herod, Ransom",McCluskie,"Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Carver, Cutter, Duran, Exum, Froelich, Jodeh, Kipp, Lindsay, Lontine, McCormick, McLachlan, Michaelson Jenet, Mullica, Ortiz, Pico, Roberts, Sandridge, Soper, Titone, Valdez A., Woodrow, Young","Hansen, Zenzinger",Rankin,"Bridges, Buckner, Cooke, Coram, Ginal, Hinrichsen, Jaquez Lewis, Lee, Pettersen, Priola, Rodriguez, Smallwood, Story, Winter, Fenberg"
SB22-218,Sunset bill sponsorship,"McKean, Garnett",,"Bernett, Lindsay, Lontine, Michaelson Jenet, Ortiz, Snyder, Woodrow","Holbert, Fenberg",,"Bridges, Cooke, Donovan, Gardner, Ginal, Gonzales, Jaquez Lewis, Kirkmeyer, Kolker, Liston, Lundeen, Pettersen, Smallwood, Woodward"
SB22-219,Regulate Dental Therapists,"Duran, McLachlan",,"Bernett, Cutter, Hooton, Lindsay, Lontine, Ricks, Valdez A., Woodrow","Moreno, Smallwood",,"Fields, Jaquez Lewis, Lee"
SB22-220,Property Tax Deferral Program,"McCluskie, Esgar",,"Bernett, Bird, Bockenfeld, Cutter, Herod, Hooton, Lindsay, Michaelson Jenet, Titone","Hansen, Rankin",,"Bridges, Buckner, Coram, Donovan, Jaquez Lewis, Lee, Pettersen, Priola, Smallwood, Story, Winter, Fenberg"
SB22-221,Minimum Age Of Motorboat Operators,"McCluskie, Will",,,"Hinrichsen, Coram",Bridges,
SB22-222,Amount Of Tax Owed Table For Initiatives,"Kennedy, Weissman",,"Amabile, Bacon, Bernett, Bird, Boesenecker, Caraveo, Cutter, Duran, Esgar, Froelich, Gonzales-Gutierrez, Hooton, Kipp, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Sirota, Snyder, Sullivan, Titone, Valdez A., Woodrow","Pettersen, Moreno",,"Bridges, Buckner, Coleman, Danielson, Donovan, Fields, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Kolker, Lee, Story, Winter, Fenberg"
SB22-223,Motor Vehicle Dealer Principal Place Of Business,"Lindsay, Snyder",,"Bird, Hooton, Pico, Sandridge",Hinrichsen,,Moreno
SB22-224,Protections For Donor-conceived Persons & Families,"Tipper, Soper",,"Amabile, Bacon, Bernett, Bird, Caraveo, Cutter, Daugherty, Duran, Esgar, Gonzales-Gutierrez, Gray, Herod, Hooton, Jodeh, Kipp, Lindsay, McCormick, McLachlan, Michaelson Jenet, Ortiz, Ricks, Sirota, Snyder, Titone, Valdez A., Valdez D., Van Beber, Williams, Woodrow, Young, Garnett","Fenberg, Gardner",,"Bridges, Buckner, Danielson, Donovan, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Holbert, Jaquez Lewis, Kolker, Lee, Liston, Moreno, Pettersen, Priola, Rodriguez, Sonnenberg, Story"
SB22-225,Ambulance Service Sustainability & State Licensing,"Roberts, Baisley",,"Bird, Caraveo, Exum, Lindsay, McCluskie, Titone, Valdez D., Will","Zenzinger, Liston",,"Buckner, Fields, Ginal, Gonzales, Hansen, Lee, Moreno, Rankin, Smallwood, Story"
SB22-226,Programs To Support Health-care Workforce,Mullica,,"Amabile, Bacon, Bernett, Bird, Boesenecker, Caraveo, Duran, Exum, Herod, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Ortiz, Ricks, Roberts, Soper, Tipper, Titone, Valdez A., Valdez D., Woodrow, Young","Jaquez Lewis, Rankin",,"Bridges, Buckner, Coleman, Donovan, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Kolker, Moreno, Pettersen, Priola, Rodriguez, Simpson, Story, Fenberg"
SB22-227,Continue DOA Spending Authority Ag Programs,"Valdez D., Will",,"Bacon, Bockenfeld, Exum, Lindsay, McCormick, McLachlan, Pelton, Ricks, Titone",Hinrichsen,,"Coram, Donovan, Jaquez Lewis, Scott, Simpson, Sonnenberg, Story, Fenberg"
SB22-228,Retail Establishments Accept Cash Enforcement,Valdez A.,,"Caraveo, Hooton, Lindsay, Ortiz, Woodrow",Rodriguez,,
SB22-229,Release Deed Of Trust Without Evidence Of Debt,"Bernett, Gray",,"Amabile, Bird, Hooton, Jodeh, Lindsay, Pico, Ricks, Snyder","Story, Jaquez Lewis",,Woodward
SB22-230,Collective Bargaining For Counties,Esgar,"Bacon, Benavidez, Cutter, Froelich, Garnett, Gonzales-Gutierrez, Jodeh, Kennedy, Lindsay, Lontine, Ortiz, Sullivan, Titone","Amabile, Bernett, Bird, Boesenecker, Caraveo, Duran, Exum, Gray, Herod, Hooton, Kipp, McCormick, Michaelson Jenet, Ricks, Sirota, Valdez A., Weissman, Woodrow, Young","Fenberg, Moreno","Bridges, Buckner, Coleman, Danielson, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Kolker, Lee, Pettersen, Rodriguez, Story, Winter, Zenzinger",Donovan
SB22-231,Programs To Develop Housing Support Services,Amabile,,,Lee,,
SB22-232,Creation Of CO Workforce Hous Trust Auth,"Herod, Bernett",,"Bacon, Bird, Esgar, Exum, Froelich, Hooton, Lindsay, Michaelson Jenet, Ricks, Roberts","Bridges, Moreno","Coleman, Simpson, Zenzinger","Buckner, Donovan, Fields, Ginal, Hansen, Jaquez Lewis, Lee, Rankin, Story, Winter"
SB22-233,TABOR Refund Mechanism For FY 2021-22 Only,"Exum, Daugherty",,"Amabile, Bacon, Bernett, Bird, Boesenecker, Cutter, Duran, Froelich, Gonzales-Gutierrez, Herod, Jodeh, Kipp, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Mullica, Ortiz, Ricks, Sirota, Snyder, Sullivan, Titone, Valdez A., Valdez D., Weissman, Young, Garnett","Hinrichsen, Rodriguez",,"Buckner, Danielson, Donovan, Fields, Ginal, Gonzales, Hansen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Story, Winter, Zenzinger, Fenberg"
SB22-234,Unemployment Compensation,"Ortiz, Snyder",,"Bernett, Bird, Boesenecker, Caraveo, Exum, Froelich, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Kipp, Lindsay, McCluskie, Michaelson Jenet, Mullica, Roberts, Sirota, Sullivan, Tipper, Titone, Valdez A., Valdez D., Weissman, Woodrow, Young","Hansen, Rankin",,"Bridges, Buckner, Donovan, Ginal, Gonzales, Hinrichsen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Priola, Rodriguez, Story, Zenzinger, Fenberg"
SB22-235,County Admin Of Public Assistance Programs,"Herod, McCluskie",Ransom,"Amabile, Boesenecker, Exum, Gonzales-Gutierrez, Kipp, Lindsay, McCormick, Michaelson Jenet, Ortiz, Ricks, Valdez D.","Rankin, Zenzinger",Hansen,"Ginal, Kirkmeyer, Kolker, Pettersen, Simpson"
SB22-236,Review Of Medicaid Provider Rates,"McCluskie, Ransom",Herod,"Amabile, Bernett, Bird, Caraveo, Cutter, Exum, Gonzales-Gutierrez, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCormick, Mullica, Ortiz, Pico, Sirota, Soper, Young","Hansen, Rankin",Zenzinger,"Bridges, Buckner, Coram, Donovan, Fields, Gardner, Ginal, Gonzales, Hinrichsen, Hisey, Kolker, Lee, Lundeen, Moreno, Pettersen, Priola, Rodriguez, Smallwood, Woodward"
SB22-237,Ballot Measure Campaign Finance,"Kennedy, Larson",,"Bacon, Bernett, Bird, Boesenecker, Duran, Froelich, Herod, Hooton, Jodeh, Kipp, Lindsay, McCluskie, Mullica, Ricks, Roberts, Snyder, Titone, Valdez A., Young","Fenberg, Holbert",,"Bridges, Buckner, Danielson, Donovan, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Kirkmeyer, Kolker, Lee, Moreno, Pettersen, Priola, Scott, Simpson, Sonnenberg, Story, Winter, Woodward, Zenzinger"
SB22-238,2023 & 2024 Property Tax,"Weissman, Neville",,"Amabile, Baisley, Benavidez, Bernett, Bird, Bockenfeld, Carver, Cutter, Daugherty, Duran, Esgar, Exum, Froelich, Geitner, Gonzales-Gutierrez, Hooton, Jodeh, Lindsay, Lontine, Luck, McCormick, McKean, Michaelson Jenet, Mullica, Ortiz, Pelton, Pico, Ransom, Ricks, Sandridge, Snyder","Hansen, Rankin",,"Bridges, Buckner, Danielson, Fields, Hinrichsen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Rodriguez, Story, Winter, Fenberg"
SB22-239,Buildings In The Capitol Complex,"Esgar, McKean",,"Bernett, Bird, Lindsay, Lontine, McCluskie, McCormick, Michaelson Jenet, Valdez A.","Moreno, Simpson",,"Donovan, Hansen"
SCR22-001,Two-thirds Voting Reqmnt For Bills With Fees,Soper,,,"Sonnenberg, Woodward",,
SCR22-002,Homestead Property Tax Exemption Expansion,,,,"Liston, Ginal",,
SJR22-001,GA Positions & Salary Ranges,Mullica,"Bird, McKean, Van Winkle","Amabile, Bacon, Baisley, Benavidez, Bernett, Bockenfeld, Boesenecker, Bradfield, Caraveo, Catlin, Cutter, Daugherty, Esgar, Exum, Froelich, Geitner, Gonzales-Gutierrez, Gray, Hanks, Herod, Holtorf, Hooton, Jodeh, Kennedy, Kipp, Larson, Lontine, Luck, Lynch, McCluskie, McCormick, McLac",Fenberg,"Garcia, Holbert","Bridges, Cooke, Donovan, Hansen, Moreno, Scott"
SJR22-002,Water Projects Eligibility Lists,"McCormick, Catlin",,"Amabile, Bacon, Baisley, Benavidez, Bernett, Bird, Bockenfeld, Boesenecker, Bradfield, Caraveo, Carver, Cutter, Daugherty, Duran, Esgar, Exum, Froelich, Geitner, Gray, Hanks, Herod, Holtorf, Hooton, Jodeh, Kennedy, Kipp, Larson, Lindsay, Lontine, Luck, Lynch, McCluskie, McKean, McLachla",Donovan,,"Bridges, Buckner, Cooke, Gonzales, Holbert, Jaquez Lewis, Lee, Moreno, Rodriguez, Simpson, Garcia"
SJR22-003,Designate January 31 4-H Day,"Pelton, McCormick",,"Amabile, Bacon, Baisley, Benavidez, Bernett, Bird, Bockenfeld, Boesenecker, Bradfield, Caraveo, Carver, Catlin, Cutter, Daugherty, Esgar, Exum, Froelich, Geitner, Gonzales-Gutierrez, Gray, Hanks, Herod, Holtorf, Hooton, Jodeh, Kennedy, Kipp, Larson, Lindsay, Lontine, Luck, Lynch, McClu","Sonnenberg, Coram",,"Bridges, Buckner, Coleman, Cooke, Donovan, Fenberg, Fields, Gardner, Ginal, Gonzales, Hansen, Hisey, Holbert, Jaquez Lewis, Kirkmeyer, Kolker, Lee, Liston, Lundeen, Moreno, Pettersen, Priola, Rankin, Rodriguez, Simpson, Smallwood, Story, Winter, Woodward, Zenzinger, Garcia"
SJR22-004,Support For Ukraine Against Russian Aggression,"Ortiz, Neville",,"Amabile, Bacon, Benavidez, Bernett, Bird, Bockenfeld, Boesenecker, Caraveo, Carver, Catlin, Cutter, Daugherty, Duran, Esgar, Exum, Froelich, Geitner, Gonzales-Gutierrez, Gray, Hanks, Herod, Holtorf, Hooton, Jodeh, Kennedy, Kipp, Larson, Lindsay, Lontine, Luck, Lynch, McCluskie, McCormi","Gardner, Hansen",,"Bridges, Buckner, Coleman, Cooke, Coram, Donovan, Fields, Ginal, Gonzales, Hisey, Holbert, Jaquez Lewis, Kirkmeyer, Lee, Liston, Lundeen, Moreno, Pettersen, Priola, Rankin, Rodriguez, Scott, Simpson, Smallwood, Sonnenberg, Story, Winter, Woodward, Zenzinger, Fenberg"
SJR22-005,Aerospace Day,"Ransom, Valdez D.",,"Amabile, Bacon, Baisley, Benavidez, Bernett, Bird, Bockenfeld, Boesenecker, Bradfield, Caraveo, Carver, Catlin, Cutter, Daugherty, Duran, Esgar, Exum, Froelich, Geitner, Gonzales-Gutierrez, Gray, Hanks, Herod, Holtorf, Hooton, Jodeh, Kennedy, Kipp, Larson, Lindsay, Lontine, Luck, Lynch","Gardner, Bridges",,"Buckner, Coleman, Cooke, Coram, Danielson, Donovan, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Hisey, Holbert, Jaquez Lewis, Kolker, Lee, Liston, Lundeen, Moreno, Pettersen, Priola, Rankin, Rodriguez, Scott, Simpson, Smallwood, Sonnenberg, Story, Winter, Woodward, Zenzinger, Fenberg"
SJR22-006,Police Week & Peace Officers Memorial Day,"Will, Bird",,,"Cooke, Zenzinger",,"Bridges, Buckner, Coleman, Danielson, Donovan, Fields, Gardner, Ginal, Gonzales, Hansen, Hinrichsen, Hisey, Holbert, Jaquez Lewis, Kirkmeyer, Kolker, Lee, Liston, Lundeen, Moreno, Pettersen, Priola, Rankin, Rodriguez, Scott, Simpson, Smallwood, Sonnenberg, Story, Winter, Woodward"
SJR22-007,Triple-negative Breast Cancer Awareness Month,"Herod, Caraveo",,"Amabile, Bacon, Baisley, Benavidez, Bernett, Bird, Bockenfeld, Boesenecker, Bradfield, Carver, Catlin, Cutter, Daugherty, Duran, Esgar, Exum, Froelich, Geitner, Gonzales-Gutierrez, Gray, Hanks, Holtorf, Hooton, Jodeh, Kennedy, Kipp, Larson, Lindsay, Lontine, Luck, Lynch, McCluskie","Fields, Gonzales",,"Bridges, Buckner, Coleman, Coram, Danielson, Donovan, Gardner, Ginal, Hansen, Hinrichsen, Hisey, Holbert, Jaquez Lewis, Kirkmeyer, Kolker, Lee, Liston, Lundeen, Moreno, Pettersen, Priola, Rankin, Rodriguez, Scott, Simpson, Smallwood, Sonnenberg, Story, Winter, Woodward, Zenzinger"
SJR22-008,Colorado Energy Development.,"McKean, Holtorf","Baisley, Bockenfeld, Bradfield, Carver, Catlin, Geitner, Hanks, Larson, Lynch, Neville, Pelton, Pico, Ransom, Rich, Sandridge, Soper, Van Beber, Van Winkle, Will, Woog",,"Sonnenberg, Cooke","Coram, Gardner, Hisey, Holbert, Kirkmeyer, Liston, Lundeen, Rankin, Scott, Simpson, Smallwood, Woodward",
